,Brand,Model Name,Type,Capacity in Tons,Star Rating,Series,Cooling and Heating,Cooling Capacity,Compressor,Dehumidification,Remote Control,Refrigerant,Operating Modes,Technology Used,Condenser Coil,Indoor Unit Weight,Outdoor Unit Weight,Panel Display,Indoor Temperature Indicator,Turbo Mode,ISEER,Evaporator Fin Type,Condenser Fin Type,Stepped Louvers,Auto Air Swing,Air Flow Direction,Other Air Flow Features,Anti-bacteria Filter,Dust Filter,Deodorizing Filter,Auto Restart,Timer,Child Lock,Quiet Mode,Sleep Mode,Memory Feature,Self Diagnosis,Emergency Operational Button,Power Requirement,Power Consumption,Price,indoor W,indoor h,indoor d,outdoor W,outdoor h,outdoor d,low Indoor Noise Level,high Indoor Noise Level
461,SAMSUNG,AR18TY3QBPUNNA/AR18TY3QBPUXNA,0,1.5,3,Kaze Plus,No,4982,Rotary,Yes,Yes,R32,"Auto, Cool, Fan, Dry",Inverter,Copper,14.9,28.3,No,No,Yes,3.67,Golden,Golden,No,Yes,Horizontal,"Air Circulation (Maximum): 17 Metre Square / Minute, Wind Free, Air Direction Control (Up / Down): Auto, Air Direction Control (Left / Right): Manual, Air Flow Control Step (Cool / Fan): 5 / 4, Auto Fan Speed",Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,"AC 220 - 240 V, 50 Hz",1748 W,31990,95.7,55.4,21.3,80,55.4,33.3,Low - 48 dB,High - 55 dB
462,SAMSUNG,AR18TY3QBPUNNA/AR18TY3QBPUXNA,0,1.5,3,Kaze Plus,No,4982,Rotary,Yes,Yes,R32,"Auto, Cool, Fan, Dry",Inverter,Copper,14.9,28.3,No,No,Yes,3.67,Golden,Golden,No,Yes,Horizontal,"Air Circulation (Maximum): 17 Metre Square / Minute, Wind Free, Air Direction Control (Up / Down): Auto, Air Direction Control (Left / Right): Manual, Air Flow Control Step (Cool / Fan): 5 / 4, Auto Fan Speed",Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,"AC 220 - 240 V, 50 Hz",1748 W,31990,95.7,55.4,21.3,80,55.4,33.3,Low - 48 dB,High - 55 dB
466,SAMSUNG,AR18TY3QBPUNNA/AR18TY3QBPUXNA,0,1.5,3,No Series,No,4982,Rotary,Yes,Yes,R32,,Inverter,Copper,14.9,28.3,,No,Yes,3.67,,,No,Yes,,,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,"AC 220 - 240 V, 50 Hz",1748 W,31990,95.7,55.4,21.3,80,55.4,33.3,Low - 35 dB,High - 55 dB
468,SAMSUNG,AR18TY3QBPUNNA/AR18TY3QBPUXNA,0,1.5,3,Kaze Plus,No,4982,Rotary,Yes,Yes,R32,"Auto, Cool, Fan, Dry",Inverter,Copper,14.9,28.3,No,No,Yes,3.67,Golden,Golden,No,Yes,Horizontal,"Air Circulation (Maximum): 17 Metre Square / Minute, Wind Free, Air Direction Control (Up / Down): Auto, Air Direction Control (Left / Right): Manual, Air Flow Control Step (Cool / Fan): 5 / 4, Auto Fan Speed",Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,"AC 220 - 240 V, 50 Hz",1748 W,31990,95.7,55.4,21.3,80,55.4,33.3,Low - 48 dB,High - 55 dB
470,SAMSUNG,AR18TY3QBPUNNA/AR18TY3QBPUXNA,0,1.5,3,No Series,No,4982,Rotary,Yes,Yes,R32,,Inverter,Copper,14.9,28.3,,No,Yes,3.67,,,No,Yes,,,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,"AC 220 - 240 V, 50 Hz",1748 W,31990,95.7,55.4,21.3,80,55.4,33.3,Low - 35 dB,High - 55 dB
471,SAMSUNG,AR12TY3QBBUNNA/AR12TY3QBBUXNA,0,1,3,No Series,No,3517,Rotary,Yes,Yes,R32,,"Follow Me Technology,Turbo Cool mode",Copper,11,21,,No,Yes,3.8,,,No,Yes,,,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,"AC 220 - 240 V, 50 Hz",1150 W,28990,80.5,28.5,19.4,72,49.5,27,Low - 35 dB,High - 55 dB
472,SAMSUNG,AR18TY3QBPUNNA/AR18TY3QBPUXNA,0,1.5,3,Kaze Plus,No,4982,Rotary,Yes,Yes,R32,"Auto, Cool, Fan, Dry",Inverter,Copper,14.9,28.3,No,No,Yes,3.67,Golden,Golden,No,Yes,Horizontal,"Air Circulation (Maximum): 17 Metre Square / Minute, Wind Free, Air Direction Control (Up / Down): Auto, Air Direction Control (Left / Right): Manual, Air Flow Control Step (Cool / Fan): 5 / 4, Auto Fan Speed",Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,"AC 220 - 240 V, 50 Hz",1748 W,31990,95.7,55.4,21.3,80,55.4,33.3,Low - 48 dB,High - 55 dB
475,SAMSUNG,AR12TY3QBBUNNA/AR12TY3QBBUXNA,0,1,3,Floral,No,3517,Rotary,Yes,Yes,R32,"Auto, Cool, Dry, Fan","Follow Me Technology,Turbo Cool mode",Copper,11,21,Yes,Yes,Yes,3.8,HYDROPHILIC BLUE FINS,Gold,No,Yes,2 Way Air Direction,4 Way Air Swing,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,"AC 220 - 240 V, 50 Hz",1150 W,28990,80.5,28.5,19.4,72,49.5,27,Low - 35 dB,High - 55 dB
477,SAMSUNG,AR12TY3QBBUNNA/AR12TY3QBBUXNA,0,1,3,No Series,No,3517,Rotary,Yes,Yes,R32,,"Follow Me Technology,Turbo Cool mode",Copper,11,21,,No,Yes,3.8,,,No,Yes,,,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,"AC 220 - 240 V, 50 Hz",1150 W,28990,80.5,28.5,19.4,72,49.5,27,Low - 35 dB,High - 55 dB
478,SAMSUNG,AR18NV3XEWKNNA/AR18NV3XEWKXNA,0,1.5,3,No Series,No,5350,BLDC,Yes,Yes,R410A,"2 Step Cooling, Fast Cool, Comfort Cool, Good Sleep, Auto Mode, Fan Mode",Rotary,Alloy,13.4,29.7,Yes,Yes,Yes,3,Hydrophilic Blue Fins,Anti-Corrosive Blue Fins,Yes,Yes,4 Way,"Air Circulation (Maximum): 17 Metre Square / Minute, Wind Free, Air Direction Control (Up / Down): Auto, Air Direction Control (Left / Right): Manual, Air Flow Control Step (Cool / Fan): 5 / 4, Auto Fan Speed",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"AC 220 - 240 V, 50 Hz",1860 W,56500,1065,301,311,790,548,285, Low - 26 dB,High - 45 dB
479,SAMSUNG,AR12TY3QBBUNNA/AR12TY3QBBUXNA,0,1,3,No Series,No,3517,Rotary,Yes,Yes,R32,,"Follow Me Technology,Turbo Cool mode",Copper,11,21,,No,Yes,3.8,,,No,Yes,,,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,"AC 220 - 240 V, 50 Hz",1150 W,28990,80.5,28.5,19.4,72,49.5,27,Low - 35 dB,High - 55 dB
480,SAMSUNG,AR12TY3QBBUNNA/AR12TY3QBBUXNA,0,1,3,No Series,No,3517,Rotary,Yes,Yes,R32,,"Follow Me Technology,Turbo Cool mode",Copper,11,21,,No,Yes,3.8,,,No,Yes,,,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,"AC 220 - 240 V, 50 Hz",1150 W,28990,80.5,28.5,19.4,72,49.5,27,Low - 35 dB,High - 55 dB
483,SAMSUNG,AR12TY3QBBUNNA/AR12TY3QBBUXNA,0,1,3,No Series,No,3517,Rotary,Yes,Yes,R32,,"Follow Me Technology,Turbo Cool mode",Copper,11,21,,No,Yes,3.8,,,No,Yes,,,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,"AC 220 - 240 V, 50 Hz",1150 W,28990,80.5,28.5,19.4,72,49.5,27,Low - 35 dB,High - 55 dB
484,SAMSUNG,AR18TY3QBPUNNA/AR18TY3QBPUXNA,0,1.5,3,No Series,No,4982,Rotary,Yes,Yes,R32,,Inverter,Copper,14.9,28.3,LED,No,Yes,3.67,,,No,Yes,,Air Vent: Cross Flow,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,"AC 220 - 240 V, 50 Hz",1748 W,31990,95.7,55.4,21.3,80,55.4,33.3,Low - 35 dB,High - 55 dB
485,SAMSUNG,AR18TY3QBPUNNA/AR18TY3QBPUXNA,0,1.5,3,Kaze Plus,No,4982,Rotary,Yes,Yes,R32,"Auto, Cool, Fan, Dry",Inverter,Copper,14.9,28.3,No,No,Yes,3.67,Golden,Golden,No,Yes,Horizontal,"Air Circulation (Maximum): 17 Metre Square / Minute, Wind Free, Air Direction Control (Up / Down): Auto, Air Direction Control (Left / Right): Manual, Air Flow Control Step (Cool / Fan): 5 / 4, Auto Fan Speed",Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,"AC 220 - 240 V, 50 Hz",1748 W,31990,95.7,55.4,21.3,80,55.4,33.3,Low - 48 dB,High - 55 dB
486,SAMSUNG,AR18NV3XEWKNNA/AR18NV3XEWKXNA,0,1.5,3,No Series,No,5350,BLDC,Yes,Yes,R410A,"2 Step Cooling, Fast Cool, Comfort Cool, Good Sleep, Auto Mode, Fan Mode",Rotary,Alloy,13.4,29.7,Yes,Yes,Yes,3,Hydrophilic Blue Fins,Anti-Corrosive Blue Fins,Yes,Yes,4 Way,"Air Circulation (Maximum): 17 Metre Square / Minute, Wind Free, Air Direction Control (Up / Down): Auto, Air Direction Control (Left / Right): Manual, Air Flow Control Step (Cool / Fan): 5 / 4, Auto Fan Speed",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"AC 220 - 240 V, 50 Hz",1860 W,56500,1065,301,311,790,548,285, Low - 26 dB,High - 45 dB
487,SAMSUNG,AR18TY3QBPUNNA/AR18TY3QBPUXNA,0,1.5,3,No Series,No,4982,Rotary,Yes,Yes,R32,,Inverter,Copper,14.9,28.3,,No,Yes,3.67,,,No,Yes,,,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,"AC 220 - 240 V, 50 Hz",1748 W,31990,95.7,55.4,21.3,80,55.4,33.3,Low - 35 dB,High - 55 dB
488,SAMSUNG,AR18NV3XEWKNNA/AR18NV3XEWKXNA,0,1.5,3,No Series,No,5350,BLDC,Yes,Yes,R410A,"2 Step Cooling, Fast Cool, Comfort Cool, Good Sleep, Auto Mode, Fan Mode",Rotary,Alloy,13.4,29.7,Yes,Yes,Yes,3,Hydrophilic Blue Fins,Anti-Corrosive Blue Fins,Yes,Yes,4 Way,"Air Circulation (Maximum): 17 Metre Square / Minute, Wind Free, Air Direction Control (Up / Down): Auto, Air Direction Control (Left / Right): Manual, Air Flow Control Step (Cool / Fan): 5 / 4, Auto Fan Speed",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"AC 220 - 240 V, 50 Hz",1860 W,56500,1065,301,311,790,548,285, Low - 26 dB,High - 45 dB
490,SAMSUNG,AR18TY3QBPUNNA/AR18TY3QBPUXNA,0,1.5,3,No Series,No,4982,Rotary,Yes,Yes,R32,"Auto, Cool, Dry, Fan",Inverter,Copper,14.9,28.3,LED,No,Yes,3.67,,,No,Yes,,Air Vent: Cross Flow,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,"AC 220 - 240 V, 50 Hz",1748 W,31990,95.7,55.4,21.3,80,55.4,33.3,Low - 35 dB,High - 55 dB
495,SAMSUNG,AR12TY3QBBUNNA/AR12TY3QBBUXNA,0,1,3,No Series,No,3517,Rotary,Yes,Yes,R32,,"Follow Me Technology,Turbo Cool mode",Copper,11,21,,No,Yes,3.8,,,No,Yes,,,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,"AC 220 - 240 V, 50 Hz",1150 W,28990,80.5,28.5,19.4,72,49.5,27,Low - 35 dB,High - 55 dB
496,SAMSUNG,AR18TY3QBPUNNA/AR18TY3QBPUXNA,0,1.5,3,Kaze Plus,No,4982,Rotary,Yes,Yes,R32,"Auto, Cool, Fan, Dry",Inverter,Copper,14.9,28.3,No,No,Yes,3.67,Golden,Golden,No,Yes,Horizontal,"Air Circulation (Maximum): 17 Metre Square / Minute, Wind Free, Air Direction Control (Up / Down): Auto, Air Direction Control (Left / Right): Manual, Air Flow Control Step (Cool / Fan): 5 / 4, Auto Fan Speed",Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,"AC 220 - 240 V, 50 Hz",1748 W,31990,95.7,55.4,21.3,80,55.4,33.3,Low - 48 dB,High - 55 dB
497,SAMSUNG,AR18TY3QBPUNNA/AR18TY3QBPUXNA,0,1.5,3,Kaze Plus,No,4982,Rotary,Yes,Yes,R32,"Auto, Cool, Fan, Dry",Inverter,Copper,14.9,28.3,No,No,Yes,3.67,Golden,Golden,No,Yes,Horizontal,"Air Circulation (Maximum): 17 Metre Square / Minute, Wind Free, Air Direction Control (Up / Down): Auto, Air Direction Control (Left / Right): Manual, Air Flow Control Step (Cool / Fan): 5 / 4, Auto Fan Speed",Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,"AC 220 - 240 V, 50 Hz",1748 W,31990,95.7,55.4,21.3,80,55.4,33.3,Low - 48 dB,High - 55 dB
498,SAMSUNG,AR18TY3QBPUNNA/AR18TY3QBPUXNA,0,1.5,3,Kaze Plus,No,4982,Rotary,Yes,Yes,R32,"Auto, Cool, Fan, Dry",Inverter,Copper,14.9,28.3,No,No,Yes,3.67,Golden,Golden,No,Yes,Horizontal,"Air Circulation (Maximum): 17 Metre Square / Minute, Wind Free, Air Direction Control (Up / Down): Auto, Air Direction Control (Left / Right): Manual, Air Flow Control Step (Cool / Fan): 5 / 4, Auto Fan Speed",Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,"AC 220 - 240 V, 50 Hz",1748 W,31990,95.7,55.4,21.3,80,55.4,33.3,Low - 48 dB,High - 55 dB
500,SAMSUNG,AR12TY3QBBUNNA/AR12TY3QBBUXNA,0,1,3,Floral,No,3517,Rotary,Yes,Yes,R32,"Auto, Cool, Dry, Fan","Follow Me Technology,Turbo Cool mode",Copper,11,21,Yes,Yes,Yes,3.8,HYDROPHILIC BLUE FINS,Gold,No,Yes,2 Way Air Direction,4 Way Air Swing,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,"AC 220 - 240 V, 50 Hz",1150 W,28990,80.5,28.5,19.4,72,49.5,27,Low - 35 dB,High - 55 dB
502,SAMSUNG,AR18TY3QBPUNNA/AR18TY3QBPUXNA,0,1.5,3,Kaze Plus,No,4982,Rotary,Yes,Yes,R32,"Auto, Cool, Fan, Dry",Inverter,Copper,14.9,28.3,No,No,Yes,3.67,Golden,Golden,No,Yes,Horizontal,"Air Circulation (Maximum): 17 Metre Square / Minute, Wind Free, Air Direction Control (Up / Down): Auto, Air Direction Control (Left / Right): Manual, Air Flow Control Step (Cool / Fan): 5 / 4, Auto Fan Speed",Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,"AC 220 - 240 V, 50 Hz",1748 W,31990,95.7,55.4,21.3,80,55.4,33.3,Low - 48 dB,High - 55 dB
503,SAMSUNG,AR12TY3QBBUNNA/AR12TY3QBBUXNA,0,1,3,No Series,No,3517,Rotary,Yes,Yes,R32,,"Follow Me Technology,Turbo Cool mode",Copper,11,21,,No,Yes,3.8,,,No,Yes,,,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,"AC 220 - 240 V, 50 Hz",1150 W,28990,80.5,28.5,19.4,72,49.5,27,Low - 35 dB,High - 55 dB
504,SAMSUNG,AR18TY3QBPUNNA/AR18TY3QBPUXNA,0,1.5,3,Kaze Plus,No,4982,Rotary,Yes,Yes,R32,"Auto, Cool, Fan, Dry",Inverter,Copper,14.9,28.3,No,No,Yes,3.67,Golden,Golden,No,Yes,Horizontal,"Air Circulation (Maximum): 17 Metre Square / Minute, Wind Free, Air Direction Control (Up / Down): Auto, Air Direction Control (Left / Right): Manual, Air Flow Control Step (Cool / Fan): 5 / 4, Auto Fan Speed",Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,"AC 220 - 240 V, 50 Hz",1748 W,31990,95.7,55.4,21.3,80,55.4,33.3,Low - 48 dB,High - 55 dB
507,SAMSUNG,AR18TY3QBPUNNA/AR18TY3QBPUXNA,0,1.5,3,Kaze Plus,No,4982,Rotary,Yes,Yes,R32,"Auto, Cool, Fan, Dry",Inverter,Copper,14.9,28.3,No,No,Yes,3.67,Golden,Golden,No,Yes,Horizontal,"Air Circulation (Maximum): 17 Metre Square / Minute, Wind Free, Air Direction Control (Up / Down): Auto, Air Direction Control (Left / Right): Manual, Air Flow Control Step (Cool / Fan): 5 / 4, Auto Fan Speed",Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,"AC 220 - 240 V, 50 Hz",1748 W,31990,95.7,55.4,21.3,80,55.4,33.3,Low - 48 dB,High - 55 dB
509,SAMSUNG,AR18NV3XEWKNNA/AR18NV3XEWKXNA,0,1.5,3,No Series,No,5350,BLDC,Yes,Yes,R410A,"2 Step Cooling, Fast Cool, Comfort Cool, Good Sleep, Auto Mode, Fan Mode",Rotary Compressor,Alloy,13.4,29.7,LED,No,Yes,3,Blue,,No,Yes,,"Air Circulation (Maximum): 17 Metre Square / Minute, Wind Free, Air Direction Control (Up / Down): Auto, Air Direction Control (Left / Right): Manual, Air Flow Control Step (Cool / Fan): 5 / 4, Auto Fan Speed",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"AC 220 - 240 V, 50 Hz",1860 W,56500,1065,301,311,790,548,285, Low - 26 dB,High - 45 dB
511,SAMSUNG,AR12TY3QBBUNNA/AR12TY3QBBUXNA,0,1,3,No Series,No,3517,Rotary,Yes,Yes,R32,,"Follow Me Technology,Turbo Cool mode",Copper,11,21,,No,Yes,3.8,,,No,Yes,,,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,"AC 220 - 240 V, 50 Hz",1150 W,28990,80.5,28.5,19.4,72,49.5,27,Low - 35 dB,High - 55 dB
512,SAMSUNG,AR18NV3XEWKNNA/AR18NV3XEWKXNA,0,1.5,3,No Series,No,5350,BLDC,Yes,Yes,R410A,"2 Step Cooling, Fast Cool, Comfort Cool, Good Sleep, Auto Mode, Fan Mode",Rotary Compressor,Alloy,13.4,29.7,LED,No,Yes,3,Blue,,No,Yes,,"Air Circulation (Maximum): 17 Metre Square / Minute, Wind Free, Air Direction Control (Up / Down): Auto, Air Direction Control (Left / Right): Manual, Air Flow Control Step (Cool / Fan): 5 / 4, Auto Fan Speed",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"AC 220 - 240 V, 50 Hz",1860 W,56500,1065,301,311,790,548,285, Low - 26 dB,High - 45 dB
514,SAMSUNG,AR12TY3QBBUNNA/AR12TY3QBBUXNA,0,1,3,Floral,No,3517,Rotary,Yes,Yes,R32,"Auto, Cool, Dry, Fan","Follow Me Technology,Turbo Cool mode",Copper,11,21,Yes,Yes,Yes,3.8,HYDROPHILIC BLUE FINS,Gold,No,Yes,2 Way Air Direction,4 Way Air Swing,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,"AC 220 - 240 V, 50 Hz",1150 W,28990,80.5,28.5,19.4,72,49.5,27,Low - 35 dB,High - 55 dB
518,SAMSUNG,AR18TY3QBPUNNA/AR18TY3QBPUXNA,0,1.5,3,No Series,No,4982,Rotary,Yes,Yes,R32,"Auto Mode, Fast Cool, Good Sleep, Fan Mode",Inverter,Copper,14.9,28.3,Yes,No,Yes,3.67,,,No,Yes,,,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,"AC 220 - 240 V, 50 Hz",1748 W,31990,95.7,55.4,21.3,80,55.4,33.3,Low - 35 dB,High - 55 dB
519,SAMSUNG,AR18TY3QBPUNNA/AR18TY3QBPUXNA,0,1.5,3,Kaze Plus,No,4982,Rotary,Yes,Yes,R32,"Auto, Cool, Fan, Dry",Inverter,Copper,14.9,28.3,No,No,Yes,3.67,Golden,Golden,No,Yes,Horizontal,"Air Circulation (Maximum): 17 Metre Square / Minute, Wind Free, Air Direction Control (Up / Down): Auto, Air Direction Control (Left / Right): Manual, Air Flow Control Step (Cool / Fan): 5 / 4, Auto Fan Speed",Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,"AC 220 - 240 V, 50 Hz",1748 W,31990,95.7,55.4,21.3,80,55.4,33.3,Low - 48 dB,High - 55 dB
520,SAMSUNG,AR12TY3QBBUNNA/AR12TY3QBBUXNA,0,1,3,No Series,No,3517,Rotary,Yes,Yes,R32,,"Follow Me Technology,Turbo Cool mode",Copper,11,21,,No,Yes,3.8,,,No,Yes,,,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,"AC 220 - 240 V, 50 Hz",1150 W,28990,80.5,28.5,19.4,72,49.5,27,Low - 35 dB,High - 55 dB
522,SAMSUNG,AR12TY3QBBUNNA/AR12TY3QBBUXNA,0,1,3,No Series,No,3517,Rotary,Yes,Yes,R32,,"Follow Me Technology,Turbo Cool mode",Copper,11,21,Yes,No,Yes,3.8,Gold Fin,,No,Yes,,,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,"AC 220 - 240 V, 50 Hz",1150 W,28990,80.5,28.5,19.4,72,49.5,27,Low - 35 dB,High - 41 dB
359,SAMSUNG,AR18AY4ZAPG,0,1.5,4,No Series,No,5000,Digital Inverter Compressor,Yes,Yes,R32,"Auto Mode, Fast Cool, Good Sleep, Fan Mode",Inverter,Copper,10.1,27.8,Yes,No,No,3.71,,,No,Yes,,,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,,Yes,AC 230 V,940.09 W,33750,88.9,29.9,21.5,72,54.8,26.5,Low - 35 dB,High - 55 dB
361,SAMSUNG,AR18AY4ZAPG,0,1.5,4,No Series,No,5000,Digital Inverter Compressor,Yes,Yes,R32,"Auto Mode, Fast Cool, Good Sleep, Fan Mode",Inverter,Copper,10.1,27.8,Yes,No,Yes,4.66,,Anti-corrosive Blue Fins,No,Yes,,4 Way Air Swing,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,AC 230 V,940.09 W,33750,88.9,29.9,21.5,72,54.8,26.5,Low - 40 dB,High - 55 dB
362,SAMSUNG,AR18AY4ZAPG,0,1.5,4,No Series,No,5000,Digital Inverter Compressor,Yes,Yes,R32,"Auto Mode, Fast Cool, Good Sleep, Fan Mode",Inverter,Copper,10.1,27.8,Yes,No,No,3.71,,,No,Yes,,,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,,Yes,AC 230 V,940.09 W,33750,88.9,29.9,21.5,72,54.8,26.5,Low - 35 dB,High - 55 dB
367,SAMSUNG,AR18AY4ZAPG,0,1.5,4,No Series,No,5000,Digital Inverter Compressor,Yes,Yes,R32,"Auto Mode, Fast Cool, Good Sleep, Fan Mode",Inverter,Copper,10.1,27.8,Yes,No,Yes,4,Blue Evaporator Fins,Copper,No,Yes,,2 Way Air Flow,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,AC 230 V,940.09 W,33750,88.9,29.9,21.5,72,54.8,26.5,Low - 46 dB,High - 55 dB
